text|label
Albo z gniewu (bo winna), albo więc z lutości|kochanowski
Dokonajcie, prze Boga, jej biednej starości!|kochanowski
Nowa pomsta, nowa kaźń hardą myśl potkała:|kochanowski
Dziatek płacząc Nijobe sama skamieniała|kochanowski
I stoi na Sipylu marmór nieprzetrwany,|kochanowski
Jednak i pod kamieniem żywią skryte rany.|kochanowski
Jej bowiem łzy serdeczne skałę przenikają|kochanowski
I przeźrzoczystym z góry strumieniem spadają,|kochanowski
Skąd źwierz i ptastwo pije; a ta w wiecznym pęcie|kochanowski
Tkwi w rogu skały wiatrom szalonym na wstręcie.|kochanowski
Ten grób nie jest na martwym, ten martwy nie w grobie,|kochanowski
Ale samże jest martwym, samże grobem sobie.|kochanowski
Żałość moja długo w noc oczu mi nie dała|kochanowski
Zamknąć i zemdlonego upokoić ciała.|kochanowski
Ledwie mię na godzinę przed świtanim swymi|kochanowski
Sen leniwy obłapił skrzydły czarnawymi.|kochanowski
Na ten czas sie matka własnie ukazała,|kochanowski
A na ręku Orszulę moję wdzięczna miała,|kochanowski
Jaka więc po paciorek do mnie przychodziła,|kochanowski
Skoro z swego posłania rano sie ruszyła.|kochanowski
Giezłeczko białe na niej, włoski pokręcone,|kochanowski
Twarz rumiana, a oczy ku śmiechu skłonione.|kochanowski
Patrzę, co dalej będzie, aż matka tak rzecze:|kochanowski
„Spisz, Janie, czy cię żałość twoja zwykła piecze?”|kochanowski
Zatym-em ciężko westchnął i tak mi sie zdało,|kochanowski
Żem sie ocknął. A ona, pomilczawszy mało,|kochanowski
Znowu mówić poczęła: „Twój nieutulony|kochanowski
Płacz, synu mój, przywiódł mię w te tu wasze strony|kochanowski
Z krain barzo dalekich, a łzy gorzkie twoje|kochanowski
Przeszły aż i umarłych tajemne pokoje.|kochanowski
Przyniosłam ci na ręku wdzięczną dziewkę twoję,|kochanowski
Abyś ją mógł oglądać jeszcze, a tę swoję|kochanowski
Serdeczną żałość ujął, która tak ujmuje|kochanowski
Sił twoich i tak zdrowie nieznacznie twe psuje,|kochanowski
Jako ogień suchy knot obraca w perzyny,|kochanowski
Darmo nie upuszczając namniejszej godziny.|kochanowski
Czyli nas już umarłe macie za stracone|kochanowski
I którym już na wieki słońce jest zgaszone?|kochanowski
A my, owszem, żywiemy żywot tym ważniejszy,|kochanowski
Czym nad to grube ciało duch jest ślachetniejszy.|kochanowski
Ziemia w ziemię się wraca, a duch z nieba dany|kochanowski
Miałby zginąć ani na miejsca swe wezwany?|kochanowski
O to sie ty nie frasuj, a wierz niewątpliwie,|kochanowski
Że twoja namilejsza Orszuleczka żywie.|kochanowski
A tu więc takim ci sie kształtem ukazała,|kochanowski
Jakoby sie śmiertelnym oczom poznać dała,|kochanowski
Ale miedzy anioły i duchy wiecznymi|kochanowski
Jako wdzięczna jutrzenka świeci, a za swymi|kochanowski
Rodzicami sie modli, jako to umiała|kochanowski
Z wami będąc, choć jeszcze słów nie domawiała.|kochanowski
Jesliżeć też stąd roście żałość, że jej lata|kochanowski
Pierwej są przyłomione, niżli tego świata|kochanowski
Rozkoszy zażyć mogła? O biedne i płone|kochanowski
Rozkoszy wasze, które tak są usadzone,|kochanowski
Że w nich więcej frasunków i żałości więcej,|kochanowski
Czego ty doznać możesz sam z siebie napręcej.|kochanowski
Ucieszyłeś sie kiedy z dziewki swej tak wiele,|kochanowski
Żeby pociecha twoja i ono wesele|kochanowski
Mogło porównać z twoim dzisiejszym kłopotem?|kochanowski
Nie rzeczesz tego, widzę. Także trzymaj o tem,|kochanowski
Jakoś doznał, ani sie frasuj, że tak rana|kochanowski
Twojej ze wszech namilszej dziewce śmierć zesłana.|kochanowski
Nie od rozkoszyć poszła; poszłać od trudności,|kochanowski
Od pracej, od frasunków, od złez, od żałości,|kochanowski
Czego świat ma tak wiele, że – by też co było|kochanowski
W tym docześnym żywocie człowieczeństwu miło –|kochanowski
Musi smak swój utracić prze wielkość przysady,|kochanowski
A przynamniej prze bojaźń nieuchronnej zdrady.|kochanowski
Czegóż płaczesz, prze Boga? Czegóż nie zażyła?|kochanowski
Że sobie swym posagiem pana nie kupiła?|kochanowski
Że przegrozek i cudzych fuków nie słuchała?|kochanowski
Że boleści w rodzeniu dziatek nie uznała?|kochanowski
Ani umie powiedzieć, czego jej troskliwa|kochanowski
Matka doszła, co z więtszym utrapieniem bywa,|kochanowski
Czy je rodzić, czy je grześć? – Takieć pospolicie|kochanowski
Przysmaki wasze, czym wy sobie świat słodzicie!|kochanowski
W niebie szczere rozkoszy, a do tego wieczne,|kochanowski
Od wszelakiej przekazy wolne i bezpieczne.|kochanowski
Tu troski nie panują, tu pracej nie znają,|kochanowski
Tu nieszczeście, tu miejsca przygody nie mają,|kochanowski
Tu choroby nie najdzie, tu nie masz starości,|kochanowski
Tu śmierć łzami karmiona nie ma już wolności.|kochanowski
Żyjem wiek nieprzeżyty, wiecznej używamy|kochanowski
Dobrej myśli, przyczyny wszytkich rzeczy znamy.|kochanowski
Słońce nam zawżdy świeci, dzień nigdy nie schodzi|kochanowski
Ani za sobą nocy niewidomej wodzi.|kochanowski
Twórcę wszech rzeczy widziem w Jego majestacie,|kochanowski
Czego wy, w ciele będąc, prózno upatrzacie.|kochanowski
Tu w czas obróć swe myśli, a chowaj sie na te|kochanowski
Nieodmienne, synu mój, rozkoszy bogate.|kochanowski
Doznałeś, co świat umie i jego kochanie,|kochanowski
Lepiej na czym ważniejszym zasadź swe staranie.|kochanowski
Dziewka twoja dobry los (możesz wierzyć) wzięła,|kochanowski
A własnie w swoich rzeczach sobie tak poczęła,|kochanowski
Jako gdy kto na morze nowo sie puściwszy,|kochanowski
A tam niebezpieczeństwo wielkie obaczywszy,|kochanowski
Woli nazad do brzegu. Drudzy, co podali|kochanowski
Żagle wiatrom, na ślepe skały powpadali:|kochanowski
Ten mrozem zwyciężony, ten od głodu zginął,|kochanowski
Rzadki, co by do brzegu na desce przypłynął.|kochanowski
Śmierci zniknąć nie mogła, by też dobrze była|kochanowski
Onę dawną Sybillę wiekiem swym przeżyła.|kochanowski
To, co miało być potym, uprzedzić wolała:|kochanowski
Tymże mniej tego świata niewczasów doznała.|kochanowski
Drugie po swych namilszych rodzicach zostają|kochanowski
I ciężkiego siroctwa nędzne doznawają.|kochanowski
Wypchną drugą na męża leda jako z domu,|kochanowski
A majętność zostanie, sam to Bóg wie komu.|kochanowski
Biorą drugie i gwałtem, a biorą i swoi,|kochanowski
Ale i w hordach część sie wielka ich zostoi,|kochanowski
Gdzie w niewoli pogańskiej i w służbie sromotnej|kochanowski
Łzy swe piją, czekając śmierci wszystkokrotnej.|kochanowski
Tego twej wdzięcznej dziewce bać sie już nie trzeba,|kochanowski
Która w swych młodych leciech wzięta jest do nieba,|kochanowski
Żadnych frasunków tego świata nie doznawszy|kochanowski
Ani grzechem dusze swej drogiej pomazawszy.|kochanowski
Jej tedy rzeczy, synu (nie masz wątpliwości),|kochanowski
Dobrze poszły, ani stąd używaj żałości.|kochanowski
Swoje szkody tak szacuj i omyłki swoje,|kochanowski
Abyś nie przepamiętał, że baczenie twoje|kochanowski
I stateczność jest droższa. W tę bądź przedsię panem,|kochanowski
Jako sie kolwiek czujesz w pociechy obranem.|kochanowski
Człowiek, urodziwszy sie, zasiadł w prawie takim,|kochanowski
Że ma być jako celem przygodom wszelakim.|kochanowski
Z tego trudno sie zdzierać; pocznimy, co chcemy:|kochanowski
Jesli po dobrej woli nie pójdziem, musiemy.|kochanowski
A co wszytkich jednako ciśnie, nie wiem czemu|kochanowski
Tobie ma być, synu mój, naciężej jednemu.|kochanowski
Śmiertelna, jako i ty, twoja dziewka była,|kochanowski
Póki jej zamierzony kres był, poty żyła.|kochanowski
Krótko wprawdzie, ale w tym człowiek nic nie włada,|kochanowski
A wyrzec też, co lepiej, niełacno przypada.|kochanowski
Skryte są Pańskie sądy; co sie Jemu zdało,|kochanowski
Nalepiej, żeby sie też i nam podobało.|kochanowski
Łzy w tej mierze niepłatne; gdy raz dusza ciała|kochanowski
Odbieży, prózno czekać, by sie wrócić miała.|kochanowski
Ale człowiek nie zda sie praw szcześciu w tej mierze,|kochanowski
Że szkody pospolicie tylko przed się bierze,|kochanowski
A tego baczyć nie chce ani mieć w pamięci,|kochanowski
Co mu też czasem padnie wedle jego chęci.|kochanowski
Tać jest władza Fortuny, mój namilszy synie,|kochanowski
Że nie tak uskarżać sie, kiedy nam co zginie,|kochanowski
Jako dziękować trzeba, że wżdam co zostało,|kochanowski
Bo to wszytko nieszczeście w ręku swoich miało.|kochanowski
A tak i ty, folgując prawu powszechnemu,|kochanowski
Zagródź drogę do serca upadkowi swemu,|kochanowski
A w to patrzaj, co uszło ręku złej przygody;|kochanowski
Zyskiem człowiek zwać musi, w czym nie popadł szkody.|kochanowski
Na koniec, w co sie on koszt i ona utrata,|kochanowski
W co sie praca i twoje obróciły lata,|kochanowski
Któreś ty niemal wszystkie strawił nad księgami,|kochanowski
Mało sie bawiąc świata tego zabawami?|kochanowski
Teraz by owoc zbierać swojego szczepienia|kochanowski
I ratować w zachwianiu mdłego przyrodzenia.|kochanowski
Cieszyłeś przed tym insze w takiejże przygodzie:|kochanowski
I będziesz w cudzej czulszy niżli w swojej szkodzie?|kochanowski
Teraz, mistrzu, sam sie lecz; czas doktór każdemu.|kochanowski
Ale kto pospolitym torem gardzi, temu|kochanowski
Tak poznego lekarstwa czekać nie przystoi:|kochanowski
Rozumem ma uprzedzić, co insze czas goi.|kochanowski
A czas co ma za fortel? Dawniejsze świeżymi|kochanowski
Przypadkami wybija, czasem weselszymi,|kochanowski
Czasem też z tejże miary, co człowiek z baczeniem|kochanowski
Pierwej, niż przyjdzie, widzi i takim myśleniem|kochanowski
Przeszłych rzeczy nie wściąga, przyszłych upatruje|kochanowski
I serce na oboję fortunę gotuje.|kochanowski
Tego sie, synu, trzymaj, a ludzkie przygody|kochanowski
Ludzkie noś; jeden jest Pan smutku i nagrody”.|kochanowski
Tu zniknęła. – Jam sie też ocknął. – Aczciem prawie|kochanowski
Niepewien, jeslim przez sen słuchał czy na jawie.|kochanowski
„Fraszka cnota!” – powiedział Brutus porażony.|kochanowski
Fraszka, kto się przypatrzy, fraszka z każdej strony!|kochanowski
Kogo kiedy pobożność jego ratowała?|kochanowski
Kogo dobroć przypadku złego uchowała?|kochanowski
Nieznajomy wróg jakiś miesza ludzkie rzeczy,|kochanowski
Nie mając ani dobrych, ani złych na pieczy.|kochanowski
Kędy jego duch wienie, żaden nie ulęże;|kochanowski
Praw li, krzyw li, bez braku każdego dosięże.|kochanowski
A my rozumy swoje przedsię udać chcemy,|kochanowski
Hardzi miedzy prostaki, że nic nie umiemy.|kochanowski
Wspinamy sie do nieba, Boże tajemnice|kochanowski
Upatrując; ale wzrok śmiertelnej źrzenice|kochanowski
Tępy na to. Sny lekkie, sny płoche nas bawią,|kochanowski
Które sie nam podobno nigdy nie wyjawią.|kochanowski
Żałości, co mi czynisz? Owa już oboje|kochanowski
Mam stracić: i pociechę, i baczenie swoje?|kochanowski
Orszulo moja wdzięczna, gdzieś mi sie podziała?|kochanowski
W którą stronę, w którąś sie krainę udała?|kochanowski
Czyś ty nad wszystki nieba wysoko wniesiona|kochanowski
I tam w liczbę aniołków małych policzona?|kochanowski
Czyliś do raju wzięta? Czyliś na szcześliwe|kochanowski
Wyspy zaprowadzona? Czy cię przez teskliwe|kochanowski
Charon jeziora wiezie i napawa zdrojem|kochanowski
Niepomnym, że ty nie wiesz nic o płaczu mojem?|kochanowski
Czy człowieka zrzuciwszy i myśli dziewicze,|kochanowski
Wzięłaś na się postawę i piórka słowicze?|kochanowski
Czyli sie w czyścu czyścisz, jeśli z strony ciała|kochanowski
Jakakolwiek zmazeczka na tobie została?|kochanowski
Czyś po śmierci tam poszła, kędyś pierwej była,|kochanowski
Niżeś sie na mą ciężką żałość urodziła?|kochanowski
Gdzieśkolwiek jest, jesliś jest, lituj mej żałości,|kochanowski
A nie możesz li w onej dawnej swej całości,|kochanowski
Pociesz mię, jako możesz, a staw sie przede mną|kochanowski
Lubo snem, lubo cieniem, lub marą nikczemną.|kochanowski
Wielkieś mi uczyniła pustki w domu moim, |kochanowski
Moja droga Orszulo, tym zniknieniem swoim. |kochanowski
Pełno nas, a jakoby nikogo nie było:|kochanowski
Jedną maluczką duszą tak wiele ubyło.|kochanowski
Tyś za wszytki mówiła, za wszytki śpiewała, |kochanowski
Wszytkiś w domu kąciki zawżdy pobiegała. |kochanowski
Nie dopuściłaś nigdy matce się frasować |kochanowski
Ani ojcu myśleniem zbytnim głowy psować: |kochanowski
To tego, to owego wdzięcznie obłapiając|kochanowski
I onym swym uciesznym śmiechem zabawiając. |kochanowski
Teraz wszytko umilkło: szczere pustki w domu, |kochanowski
Nie masz zabawki, nie masz rośmiać się nikomu; |kochanowski
Z każdego kąta żałość człowieka ujmuje,|kochanowski
A serce swej pociechy darmo upatruje|kochanowski
Nieszczęsne ochędóstwo, żałosne ubiory |kochanowski
Mojej namilszej cory!|kochanowski
Po co me smutne oczy za sobą ciągniecie, |kochanowski
Żalu mi przydajecie?|kochanowski
Już ona członeczków swych wami nie odzieje:|kochanowski
Nie masz, nie masz nadzieje!|kochanowski
Ujął ją sen żelazny, twardy, nieprzespany.|kochanowski
Już letniczek pisany|kochanowski
I uploteczki wniwecz, i paski złocone, |kochanowski
Matczyne dary płone.|kochanowski
Nie do takiej łóżnice, moja dziewko droga, |kochanowski
Miała cię mać uboga |kochanowski
Doprowadzić; nie takąć dać obiecowała|kochanowski
Wyprawę, jąkać dała|kochanowski
Giezłeczkoć tylko dała a lichą tkaneczkę; |kochanowski
Ojciec ziemie brełeczkę|kochanowski
W główki włożył. Niestetyż, i posag, i ona |kochanowski
W jednej skrzynce zamkniona! |kochanowski
Ucieszna moja śpiewaczko! Safo słowieńska!|kochanowski
Na którą nie tylko moja cząstka ziemieńska,|kochanowski
Ale i lutnia dziedzicznym prawem spaść miała!|kochanowski
Tęś nadzieję już po sobie okazowała,|kochanowski
Nowe piosnki sobie tworząc, nie zamykając|kochanowski
Ustek nigdy, ale cały dzień prześpiewając,|kochanowski
Jako więc lichy słowiczek w krzaku zielonym|kochanowski
Całą noc prześpiewa gardłkiem swym ucieszonym.|kochanowski
Prędkoś mi nazbyt umilkła! Nagle cię sroga|kochanowski
Śmierć spłoszyła, moja wdzięczna szczebiotko droga!|kochanowski
Nie nasyciłaś mych uszu swymi piosnkami|kochanowski
I tę trochę teraz płacę sowicie łzami.|kochanowski
A tyś ani umierając śpiewać przestała,|kochanowski
Lecz matkę ucałowawszy, takeś żegnała:|kochanowski
„Już ja tobie, moja matko, służyć nie będę|kochanowski
Ani za twym wdzięcznym stołem miejsca zasiędę;|kochanowski
Przyjdzie mi klucze położyć, samej precz jechać,|kochanowski
Domu rodziców swych miłych wiecznie zaniechać”.|kochanowski
To, i czego żal ojcowski nie da serdeczny|kochanowski
Przypominać więcej, był jej głos ostateczny.|kochanowski
A matce, słysząc żegnanie tak żałościwe,|kochanowski
Dobre serce, że od żalu zostało żywe.|kochanowski
Jako oliwka mała pod wysokim sadem|kochanowski
Idzie z ziemie ku górze macierzyńskim śladem,|kochanowski
Jeszcze ani gałązek, ani listków rodząc,|kochanowski
Sama tylko dopiro szczupłym prątkiem wschodząc:|kochanowski
Tę jesli, ostre ciernie lub rodne pokrzywy|kochanowski
Uprzątając, sadownik podciął ukwapliwy,|kochanowski
Mdleje zaraz, a zbywszy siły przyrodzonej,|kochanowski
Upada przed nogami matki ulubionej.|kochanowski
Takci sie mej namilszej Orszuli dostało:|kochanowski
Przed oczyma rodziców swoich rostąc, mało|kochanowski
Od ziemie sie co wzniózwszy, duchem zaraźliwym|kochanowski
Srogiej śmierci otchniona, rodzicom troskliwym|kochanowski
U nóg martwa upadła. O zła Persefono,|kochanowski
Mogłażeś tak wielu łzam dać upłynąć płono?|kochanowski
Zgwałciłaś, niepobożna śmierci, oczy moje,|kochanowski
Żem widział umierając miłe dziecię swoje.|kochanowski
Widziałem, kiedyś trzęsła owoc niedordzały,|kochanowski
A rodzicom nieszczesnym serca sie krajały.|kochanowski
Nigdyć by ona była bez wielkiej żałości|kochanowski
Mojej umrzeć nie mogła, nigdy bez ciężkości|kochanowski
I serdecznego bolu, w którymkolwiek lecie|kochanowski
Mnie by smutnego była odbiegła na świecie;|kochanowski
Alem ja już z jej śmierci nigdy żałościwszy,|kochanowski
Nigdy smutniejszy nie mógł być ani teskliwszy.|kochanowski
A ona (by był Bóg chciał) dłuższym wiekiem swoim|kochanowski
Siła pociech przymnożyć mogła oczom moim.|kochanowski
A przynamniej tym czasem mogłem był odprawić|kochanowski
Wiek swój i Persefonie ostatniej sie stawić,|kochanowski
Nie uczuwszy na sercu tak wielkiej żałości,|kochanowski
Której równia nie widzę w tej tu śmiertelności.|kochanowski
Nie dziwuję Nijobie, że na martwe ciała|kochanowski
Swoich namilszych dziatek patrząc skamieniała.|kochanowski
Serce roście patrząc na te czasy:|kochanowski
Mało przedtym gołe były lasy,|kochanowski
Śnieg na ziemi wysszej łokcia leżał,|kochanowski
A po rzekach wóz nacięższy zbieżał.|kochanowski
Teraz drzewa liście na się wzięły,|kochanowski
Polne łąki pięknie zakwitnęły;|kochanowski
Lody zeszły, a po czystej wodzie|kochanowski
Idą statki i ciosane łodzie.|kochanowski
Teraz prawie świat się wszystek śmieje:|kochanowski
Zboża wstały, wiatr zachodny wieje,|kochanowski
Ptacy sobie gniazda omyślają|kochanowski
A przede dniem śpiewać poczynają.|kochanowski
Ale to grunt wesela prawego,|kochanowski
Kiedy człowiek sumnienia całego|kochanowski
Ani czuje w sercu żadnej wady –|kochanowski
Przeczby się miał wstydać swojej rady?|kochanowski
Dzbanie mój pisany,|kochanowski
Dzbanie polewany,|kochanowski
Bądź płacz, bądź żarty, bądź gorące wojny,|kochanowski
Bądź miłość niesiesz albo sen spokojny,|kochanowski
Jakokolwiek zwano|kochanowski
Wino, co w cię lano:|kochanowski
Przymkni się do nas, a daj się nachylić,|kochanowski
Chciałbym twym darem gości swych posilić!|kochanowski
I ten cię nie minie,|kochanowski
Choć kto mądrym słynie;|kochanowski
Pijali przedtym i filozofowie,|kochanowski
A przedsię mieli spełna rozum w głowie.|kochanowski
Ty zmiękczysz każdego,|kochanowski
Nastateczniejszego;|kochanowski
Ty mądrych sprawy i tajemną radę|kochanowski
Na świat wydawasz przez twą cichą zdradę.|kochanowski
Nie wierz Fortunie, co siedzisz wysoko;|kochanowski
Miej na poślednie koła pilne oko:|kochanowski
Bo to niestała pani z przyrodzenia,|kochanowski
Często więc rada sprawy swe odmienia.|kochanowski
Nie dufaj w złoto i w żadne pokłady,|kochanowski
Każdej godziny obawiaj się zdrady;|kochanowski
Fortuna, co da, to zasię wziąć może,|kochanowski
A u niej żadna dawność nie pomoże.|kochanowski
A ci, co z tobą teraz przestawają,|kochanowski
Twej się Fortunie, nie tobie kłaniają;|kochanowski
Skoro ta zniknie, tył każdy podawa,|kochanowski
Jako cień, kiedy słońca mu nie zstawa.|kochanowski
Lecz jako sama oczy zasłoniła,|kochanowski
Tak swym pochlebstwem ludzi pobłaźniła:|kochanowski
Że drugi wysszej nosa gębę nosi,|kochanowski
A wszystki insze oczyma przenosi.|kochanowski
To moja nawiętsza wada,|kochanowski
Że tańcuję barzo rada;|kochanowski
Powiedzcież mi, me sąsiady,|kochanowski
Jest tu która bez tej wady?|kochanowski
Wszytki mi się uśmiechacie,|kochanowski
Podobno ze mną trzymacie;|kochanowski
Postępujmyż tedy krokiem,|kochanowski
Aleć nie masz jako skokiem.|kochanowski
Skokiem taniec nasnadniejszy,|kochanowski
A tym jeszcze pochodniejszy,|kochanowski
Kiedy w bęben przybijają,|kochanowski
Samy nogi prawie drgają.|kochanowski
Teraz masz czas, umiesz li co,|kochanowski
Mój nadobny bębennico!|kochanowski
Wszytka tu wieś siedzi wkoło,|kochanowski
A w pośrzodku samo czoło.|kochanowski
Żeby też tu ta nie była,|kochanowski
Która twemu sercu miła?|kochanowski
Każesz li, wierzyć będziemy,|kochanowski
Aleć insze rozumiemy.|kochanowski
Pomóż oto dobrej rzeczy,|kochanowski
A nasz taniec miej na pieczy;|kochanowski
Owa najdziesz i w tym rzędzie,|kochanowski
Coć za wszytki płatna będzie.|kochanowski
Ja się nie umiem frasować,|kochanowski
Toż radzę drugim zachować;|kochanowski
Bo w trosce człowiek zgrzybieje|kochanowski
Pierwej, niż się sam spodzieje.|kochanowski
Ale gdzie dobra myśl płuży,|kochanowski
Tam i zdrowie lepiej służy;|kochanowski
A choć drugi zajdzie w lata,|kochanowski
I tak on ujdzie za swata.|kochanowski
Za mną, za mną, piękne koło,|kochanowski
Opiewając mi wesoło!|kochanowski
A ty się czuj, czyja kolej,|kochanowski
Nie masz li mię wydać wolej!|kochanowski
Miałem sen w Dreźnie 1832, marca 23,|mickiewicz
który ciemny i dla mnie niezrozumiany.|mickiewicz
Wstawszy zapisałem go wierszem.|mickiewicz
Teraz, 1840, przepisuję dla pamiątki.|mickiewicz
Śniła się zima, ja biegłem w szeregu,|mickiewicz
Za procesyją pod niebem, po śniegu.|mickiewicz
Nie wiem, skąd wiemy, że na brzeg Jordanu|mickiewicz
Idziem, i w górze odgłos: „Chwała Panu,|mickiewicz
Pokój trzem królom, ludy! do Jordanu!”|mickiewicz
Ludzie obok mnie szli dwoma rzędami,|mickiewicz
Kobiety, starce i dzieci parami;|mickiewicz
W bieli ubrani ci, co z prawej strony;|mickiewicz
Ci, co na lewo, w żałobne opony,|mickiewicz
Szli ze świecami w dół obróconemi;|mickiewicz
Świece gorzały płomieniem do ziemi,|mickiewicz
Jak złote strzały.|mickiewicz
A ci bez światła szli, co po prawicy:|mickiewicz
Każdy z nich w ręku niósł kwiat zamiast świécy.|mickiewicz
Spojrzałem w twarze: są i mnie znajome;|mickiewicz
Zląkłem się: wszystkie jak głaz nieruchome.|mickiewicz
Jedna osoba wyszła z prawej strony:|mickiewicz
Kobieta, świeci okiem przez zasłony.|mickiewicz
Stanęła przy mnie; wtem wybiegł chłopczyna|mickiewicz
I o jałmużnę dla ojca zaklina.|mickiewicz
Dałem grosz, ona dała tyle dwoje.|mickiewicz
Znowu sześć dałem, ona znów we dwoje.|mickiewicz
Zbiegli się widze, po złoto sięgamy,|mickiewicz
Kto z nas da więcej, dajemy, szukamy,|mickiewicz
Wstyd nam! już wszystko daliśmy, co mamy.|mickiewicz
Lud łajał chłopcu: „Oddaj im, żartują”|mickiewicz
„Oddam – rzekł chłopiec – jeżeli żałują”.|mickiewicz
Lecz nazad przyjąć już mi się nie chciało.|mickiewicz
Postać mnie ręką przeżegnała białą.|mickiewicz
Wtem weszło słońce – lato – śnieg nie spłynął,|mickiewicz
Lecz jak ptak biały dwa skrzydła rozwinął|mickiewicz
I skacząc leciał; niebo się odkryło|mickiewicz
I wkoło ciepło i błękitno było!|mickiewicz
Uczułem zapach Włoch, róż i jaźminu,|mickiewicz
Różą pachnęła góra Palatynu.|mickiewicz
Ujrzałem Ewę,|mickiewicz
Jaką widziałem na Albańskiej górze,|mickiewicz
W białej sukience i ubraną w róże;|mickiewicz
Motyle wkoło, ona między niemi|mickiewicz
Zdała się wznosić i nie tykać ziemi;|mickiewicz
Twarz piękna jako Przemienienie Pańskie;|mickiewicz
Wzrok utopiła w Jezioro Albańskie;|mickiewicz
Ciekawie patrzy, nie ruszy powieki,|mickiewicz
Jakby w tej głębi modrej i dalekiej|mickiewicz
Odbite swoje oblicze widziała|mickiewicz
